"PersonNumber","FirstName","LastName","GenderAsString","ParlGroupName","PartyName","PartyAbbreviation","DateJoining","DateLeaving","DateElection","DateOath","DateResignation","DateOfBirth","DateOfDeath"
3087,"Laurent","Ruffieux","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1943-04-06T00:00:00","1943-12-05T00:00:00","1943-04-06T00:00:00","1943-04-06T00:00:00","1943-12-05T00:00:00","1908-10-28T00:00:00","1996-10-27T00:00:00"
3088,"Eugène","Ruffy","m",,"PLR.Les Libéraux-Radicaux","PLR","1898-01-01T00:00:00","1898-12-31T00:00:00","1893-12-14T00:00:00","1898-01-01T00:00:00","1898-12-31T00:00:00","1854-08-02T00:00:00","1919-10-25T00:00:00"
3089,"Victor-Ch.-F.","Ruffy","m",,"PLR.Les Libéraux-Radicaux","PLR","1867-12-06T00:00:00","1869-12-29T00:00:00","1867-12-06T00:00:00","1867-12-06T00:00:00","1869-12-29T00:00:00","1823-01-18T00:00:00","1869-12-29T00:00:00"
3090,"Jakob","Ruh","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1932-06-06T00:00:00","1935-02-17T00:00:00","1932-06-06T00:00:00","1932-06-06T00:00:00","1935-02-17T00:00:00","1875-03-28T00:00:00","1935-02-17T00:00:00"
3091,"Erhard","Ruoss","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1935-12-02T00:00:00","1951-12-02T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1951-12-02T00:00:00","1901-09-08T00:00:00","1959-07-01T00:00:00"
3092,"Francesco","Rusca","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1947-12-01T00:00:00","1951-12-02T00:00:00","1947-12-01T00:00:00","1947-12-01T00:00:00","1951-12-02T00:00:00","1875-10-04T00:00:00","1956-02-27T00:00:00"
3093,"Giovan-Battista","Rusca","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1947-12-01T00:00:00","1955-12-04T00:00:00","1947-10-26T00:00:00","1947-12-01T00:00:00","1955-12-04T00:00:00","1881-05-04T00:00:00","1961-01-23T00:00:00"
3094,"Luigi","Rusca","m","Centre","PLR.Les Libéraux-Radicaux","PLR","1864-01-01T00:00:00","1872-10-01T00:00:00","1864-01-01T00:00:00","1864-01-01T00:00:00","1872-10-01T00:00:00","1810-07-23T00:00:00","1880-02-02T00:00:00"
3095,"Carl","Rusch","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1920-04-19T00:00:00","1937-04-01T00:00:00","1920-04-19T00:00:00","1920-04-19T00:00:00","1937-04-01T00:00:00","1883-08-17T00:00:00","1946-04-29T00:00:00"
3096,"Johann Baptist E.","Rusch","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1877-06-04T00:00:00","1890-01-27T00:00:00","1877-06-04T00:00:00","1877-06-04T00:00:00","1890-01-27T00:00:00","1844-09-07T00:00:00","1890-01-27T00:00:00"
3097,"Filippo","Rusconi","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1896-12-07T00:00:00","1902-11-30T00:00:00","1896-12-07T00:00:00","1896-12-07T00:00:00","1902-11-30T00:00:00","1844-11-17T00:00:00","1926-04-09T00:00:00"
3098,"Eduard","Russenberger","m","Gauche démocratique","Démocrates","Dém*","1873-07-07T00:00:00","1878-10-01T00:00:00","1873-07-07T00:00:00","1873-07-07T00:00:00","1878-10-01T00:00:00","1834-05-31T00:00:00","1909-08-17T00:00:00"
3099,"J. Fritz","Rüsser","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1875-12-06T00:00:00","1878-12-01T00:00:00","1875-12-06T00:00:00","1875-12-06T00:00:00","1878-12-01T00:00:00","1828-03-13T00:00:00","1896-05-11T00:00:00"
3100,"Georg","Rutishauser","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1955-12-05T00:00:00","1963-12-01T00:00:00","1955-12-05T00:00:00","1955-12-05T00:00:00","1963-12-01T00:00:00","1901-08-24T00:00:00","1981-03-29T00:00:00"
3101,"Johann Jakob","Rüttimann","m","Groupe libéral démocrate","Libéral","Lib*","1866-02-25T00:00:00","1869-06-01T00:00:00","1862-01-13T00:00:00","1862-01-13T00:00:00","1869-06-01T00:00:00","1813-03-17T00:00:00","1876-01-10T00:00:00"
3102,"Jacques-S.","Rutty","m","Groupe libéral","Parti libéral démocrate","PLD","1914-12-07T00:00:00","1922-12-03T00:00:00","1914-12-07T00:00:00","1914-12-07T00:00:00","1922-12-03T00:00:00","1849-03-17T00:00:00","1927-12-22T00:00:00"
3103,"Johannes K.","Ryf","m","Centre","Libéral","Lib*","1878-12-02T00:00:00","1884-11-30T00:00:00","1878-12-02T00:00:00","1878-12-02T00:00:00","1884-11-30T00:00:00","1844-09-20T00:00:00","1914-05-30T00:00:00"
3104,"Joh. Jakob","Ryffel","m","Groupe libéral démocrate","Libéral","Lib*","1849-11-12T00:00:00","1857-12-06T00:00:00","1849-11-12T00:00:00","1849-11-12T00:00:00","1857-12-06T00:00:00","1807-12-13T00:00:00","1868-07-17T00:00:00"
3105,"Albert","Ryser","m","Groupe socialiste","Parti socialiste suisse","PSS","1951-12-03T00:00:00","1955-12-04T00:00:00","1951-12-03T00:00:00","1951-12-03T00:00:00","1955-12-04T00:00:00","1903-06-19T00:00:00","1987-04-15T00:00:00"
3106,"J. Emile","Ryser","m","Groupe socialiste","Parti socialiste suisse","PSS","1914-06-02T00:00:00","1922-12-03T00:00:00","1914-06-02T00:00:00","1914-06-02T00:00:00","1922-12-03T00:00:00","1866-11-18T00:00:00","1950-01-14T00:00:00"
3107,"Alfred","Ryter","m","Groupe socialiste","Parti socialiste suisse","PSS","1943-12-06T00:00:00","1947-11-30T00:00:00","1943-12-06T00:00:00","1943-12-06T00:00:00","1947-11-30T00:00:00","1882-02-02T00:00:00","1968-02-14T00:00:00"
3108,"Christian","Sahli","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1881-06-07T00:00:00","1885-04-01T00:00:00","1879-03-17T00:00:00","1879-03-17T00:00:00","1885-04-01T00:00:00","1825-03-06T00:00:00","1897-03-27T00:00:00"
3109,"Carl Georg Jakob","Sailer","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1860-12-03T00:00:00","1862-12-31T00:00:00","1860-10-28T00:00:00","1860-12-03T00:00:00","1870-10-03T00:00:00","1817-03-10T00:00:00","1870-10-03T00:00:00"
3110,"Friedrich","Salzmann","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1971-11-29T00:00:00","1978-09-01T00:00:00","1971-11-29T00:00:00","1971-11-29T00:00:00","1978-09-01T00:00:00","1915-08-31T00:00:00","1990-11-29T00:00:00"
3111,"Henri Auguste","Sandoz","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1925-12-07T00:00:00","1934-03-01T00:00:00","1925-12-07T00:00:00","1925-12-07T00:00:00","1934-03-01T00:00:00","1878-04-18T00:00:00","1936-02-24T00:00:00"
3112,"Hans","Sappeur","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1943-12-06T00:00:00","1951-12-02T00:00:00","1943-12-06T00:00:00","1943-12-06T00:00:00","1951-12-02T00:00:00","1897-12-25T00:00:00","1987-01-07T00:00:00"
3113,"Emile","Savoy","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1928-12-03T00:00:00","1935-01-26T00:00:00","1920-12-06T00:00:00","1920-12-06T00:00:00","1935-01-26T00:00:00","1877-05-06T00:00:00","1935-01-26T00:00:00"
3114,"Robert B.","Savoye","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1912-06-03T00:00:00","1917-12-02T00:00:00","1912-06-03T00:00:00","1912-06-03T00:00:00","1917-12-02T00:00:00","1851-10-08T00:00:00","1927-10-13T00:00:00"
3115,"Arnold","Saxer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1933-06-06T00:00:00","1938-11-01T00:00:00","1933-06-06T00:00:00","1933-06-06T00:00:00","1938-11-01T00:00:00","1896-07-14T00:00:00","1975-03-22T00:00:00"
3116,"Gustav Adolf","Saxer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1872-12-02T00:00:00","1878-12-01T00:00:00","1872-12-02T00:00:00","1872-12-02T00:00:00","1878-12-01T00:00:00","1831-11-02T00:00:00","1909-06-10T00:00:00"
3117,"Franz Adolf","Schalch","m","Gauche","Libéral","Lib*","1855-07-02T00:00:00","1857-12-06T00:00:00","1855-07-02T00:00:00","1855-07-02T00:00:00","1857-12-06T00:00:00","1814-02-06T00:00:00","1874-10-06T00:00:00"
3118,"Alfred","Schaller","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1967-12-04T00:00:00","1977-10-07T00:00:00","1947-12-01T00:00:00","1947-12-01T00:00:00","1977-10-07T00:00:00","1908-04-21T00:00:00","1985-07-21T00:00:00"
3119,"Gustav","Schaller","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1917-06-04T00:00:00","1919-11-01T00:00:00","1917-06-04T00:00:00","1917-06-04T00:00:00","1919-11-01T00:00:00","1866-11-28T00:00:00","1945-12-08T00:00:00"
3120,"Johann Jakob","Schäppi","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1885-03-09T00:00:00","1899-12-03T00:00:00","1885-03-09T00:00:00","1885-03-09T00:00:00","1899-12-03T00:00:00","1819-12-11T00:00:00","1908-04-05T00:00:00"
3121,"Johann Jakob","Schär","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1902-12-01T00:00:00","1919-11-01T00:00:00","1902-12-01T00:00:00","1902-12-01T00:00:00","1919-11-01T00:00:00","1860-08-28T00:00:00","1953-04-19T00:00:00"
3122,"Johannes","Schär","m","Droite évangélique (cons. réf.)","Conservateurs réformés","ConsR*","1886-06-07T00:00:00","1890-11-30T00:00:00","1886-06-07T00:00:00","1886-06-07T00:00:00","1890-11-30T00:00:00","1824-03-31T00:00:00","1906-10-13T00:00:00"
3123,"Karl-Oskar","Schär","m","Groupe de politique sociale","PLR.Les Libéraux-Radicaux","PLR","1917-12-03T00:00:00","1925-12-06T00:00:00","1917-10-25T00:00:00","1917-12-03T00:00:00","1929-09-27T00:00:00","1868-06-07T00:00:00","1947-05-13T00:00:00"
3124,"Ruedi","Schatz","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1975-12-01T00:00:00","1979-05-13T00:00:00","1975-12-01T00:00:00","1975-12-01T00:00:00","1979-05-13T00:00:00","1925-02-20T00:00:00","1979-05-13T00:00:00"
3125,"Walter","Schaub","m","Groupe socialiste","Parti socialiste suisse","PSS","1935-12-02T00:00:00","1947-11-30T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1947-11-30T00:00:00","1885-02-23T00:00:00","1957-01-28T00:00:00"
3126,"Eduard","Schäubli","m","Groupe socialiste","Parti socialiste suisse","PSS","1919-12-01T00:00:00","1922-12-03T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1922-12-03T00:00:00","1866-03-02T00:00:00","1923-11-15T00:00:00"
3127,"Udalrich Joseph","Schaufelbühl","m","Centre","Libéral","Lib*","1851-12-01T00:00:00","1856-07-21T00:00:00","1851-12-01T00:00:00","1851-12-01T00:00:00","1856-07-21T00:00:00","1789-10-18T00:00:00","1856-07-21T00:00:00"
3128,"Rudolf","Scheibler","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1935-12-02T00:00:00","1939-12-03T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1939-12-03T00:00:00","1879-04-03T00:00:00","1949-01-03T00:00:00"
3129,"Jakob","Scheidegger","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1908-12-07T00:00:00","1917-12-02T00:00:00","1908-12-07T00:00:00","1908-12-07T00:00:00","1917-12-02T00:00:00","1845-10-24T00:00:00","1925-03-17T00:00:00"
3130,"Karl","Schenk","m",,"PLR.Les Libéraux-Radicaux","PLR","1893-01-01T00:00:00","1893-12-31T00:00:00","1863-12-12T00:00:00","1893-01-01T00:00:00","1893-12-31T00:00:00","1823-12-01T00:00:00","1895-07-18T00:00:00"
3131,"Hans","Schenkel","m","Groupe socialiste","Parti socialiste suisse","PSS","1919-12-01T00:00:00","1926-09-09T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1926-09-09T00:00:00","1869-07-23T00:00:00","1926-09-09T00:00:00"
3132,"Jak. Christoph","Schenkel","m","Gauche démocratique","Libéral","Lib*","1852-07-05T00:00:00","1853-01-01T00:00:00","1852-07-05T00:00:00","1852-07-05T00:00:00","1853-01-01T00:00:00","1820-02-10T00:00:00","1867-06-04T00:00:00"
3133,"Friedrich","Schenker","m","Gauche démocratique","Démocrates","Dém*","1853-07-04T00:00:00","1856-06-01T00:00:00","1853-07-04T00:00:00","1853-07-04T00:00:00","1856-06-01T00:00:00","1810-02-28T00:00:00","1873-04-13T00:00:00"
3134,"Jak. Albert","Scherb","m","Gauche démocratique","PLR.Les Libéraux-Radicaux","PLR","1887-06-07T00:00:00","1890-11-30T00:00:00","1881-12-05T00:00:00","1881-12-05T00:00:00","1908-09-18T00:00:00","1839-05-05T00:00:00","1908-09-18T00:00:00"
3135,"Johann Jakob","Scherer","m",,"Démocrates","Dém*","1875-01-01T00:00:00","1875-12-31T00:00:00","1872-07-12T00:00:00","1875-01-01T00:00:00","1875-12-31T00:00:00","1825-11-14T00:00:00","1878-12-23T00:00:00"
3136,"Victor","Scherer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1929-10-01T00:00:00","1941-02-13T00:00:00","1929-10-01T00:00:00","1929-10-01T00:00:00","1941-02-13T00:00:00","1881-10-03T00:00:00","1941-02-13T00:00:00"
3137,"Victor Emil","Scherer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1929-10-01T00:00:00","1941-02-13T00:00:00","1929-10-01T00:00:00","1929-10-01T00:00:00","1941-02-13T00:00:00","1881-10-03T00:00:00","1941-02-13T00:00:00"
3138,"Carl","Scherrer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1947-12-01T00:00:00","1963-12-01T00:00:00","1947-12-01T00:00:00","1947-12-01T00:00:00","1963-12-01T00:00:00","1909-01-05T00:00:00","1989-10-08T00:00:00"
3139,"Eduard","Scherrer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1911-12-04T00:00:00","1919-11-01T00:00:00","1911-12-04T00:00:00","1911-12-04T00:00:00","1919-11-01T00:00:00","1862-05-20T00:00:00","1947-09-04T00:00:00"
3140,"Heinrich","Scherrer","m","Groupe socialiste","Parti socialiste suisse","PSS","1911-06-06T00:00:00","1919-11-25T00:00:00","1911-05-26T00:00:00","1911-06-06T00:00:00","1919-11-25T00:00:00","1847-12-12T00:00:00","1919-11-25T00:00:00"
3141,"Paul","Scherrer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1908-12-07T00:00:00","1919-11-01T00:00:00","1896-12-07T00:00:00","1896-12-07T00:00:00","1919-11-01T00:00:00","1862-04-02T00:00:00","1935-03-10T00:00:00"
3142,"Joseph Anton","Scherrer-Brisig","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1919-12-01T00:00:00","1951-12-02T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1951-12-02T00:00:00","1891-03-22T00:00:00","1965-06-17T00:00:00"
3143,"Joseph Anton","Scherrer-Füllemann","m","Groupe de politique sociale","Démocrates","Dém*","1890-12-01T00:00:00","1922-12-03T00:00:00","1890-12-01T00:00:00","1890-12-01T00:00:00","1922-12-03T00:00:00","1847-11-18T00:00:00","1924-09-08T00:00:00"
3144,"Jakob","Scherz","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1860-12-03T00:00:00","1889-08-13T00:00:00","1860-12-03T00:00:00","1860-12-03T00:00:00","1889-08-13T00:00:00","1818-09-15T00:00:00","1889-08-13T00:00:00"
3145,"Friedrich Erhard","Scheuchzer","m","Groupe de politique sociale","Démocrates","Dém*","1866-12-03T00:00:00","1895-02-13T00:00:00","1866-12-03T00:00:00","1866-12-03T00:00:00","1895-02-13T00:00:00","1828-01-21T00:00:00","1895-02-13T00:00:00"
3146,"Alfred","Scheurer","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1896-03-16T00:00:00","1897-12-01T00:00:00","1896-03-16T00:00:00","1896-03-16T00:00:00","1897-12-01T00:00:00","1840-05-05T00:00:00","1921-05-02T00:00:00"
3147,"Karl","Scheurer","m",,"PLR.Les Libéraux-Radicaux","PLR","1923-01-01T00:00:00","1923-12-31T00:00:00","1919-12-11T00:00:00","1923-01-01T00:00:00","1923-12-31T00:00:00","1872-09-27T00:00:00","1929-11-14T00:00:00"
3148,"Paul","Schib","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1959-12-07T00:00:00","1971-11-28T00:00:00","1959-12-07T00:00:00","1959-12-07T00:00:00","1971-11-28T00:00:00","1901-03-15T00:00:00","1990-05-06T00:00:00"
3149,"Johann Ulrich","Schiess","m","Centre","Libéral","Lib*","1881-12-05T00:00:00","1883-07-06T00:00:00","1881-12-05T00:00:00","1881-12-05T00:00:00","1883-07-06T00:00:00","1813-02-17T00:00:00","1883-07-06T00:00:00"
3150,"Robert","Schild","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1931-03-16T00:00:00","1931-12-06T00:00:00","1931-03-16T00:00:00","1931-03-16T00:00:00","1931-12-06T00:00:00","1890-11-13T00:00:00","1967-09-11T00:00:00"
3151,"Urs","Schild","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1882-01-23T00:00:00","1887-12-04T00:00:00","1882-01-23T00:00:00","1882-01-23T00:00:00","1887-12-04T00:00:00","1829-08-31T00:00:00","1888-04-25T00:00:00"
3152,"K. Ferdinand","Schimpf","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1852-07-05T00:00:00","1852-12-01T00:00:00","1852-07-05T00:00:00","1852-07-05T00:00:00","1852-12-01T00:00:00","1806-10-12T00:00:00","1868-01-10T00:00:00"
3153,"Kaspar","Schindler","m","Gauche","Démocrates","Dém*","1884-12-01T00:00:00","1898-12-27T00:00:00","1884-12-01T00:00:00","1884-12-01T00:00:00","1898-12-27T00:00:00","1832-03-11T00:00:00","1898-12-27T00:00:00"
3154,"Wilhelm","Schindler","m","Gauche","Libéral","Lib*","1863-12-07T00:00:00","1865-01-01T00:00:00","1863-12-07T00:00:00","1863-12-07T00:00:00","1865-01-01T00:00:00","1829-05-14T00:00:00","1898-05-06T00:00:00"
3155,"August","Schirmer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1948-06-07T00:00:00","1959-12-06T00:00:00","1948-06-07T00:00:00","1948-06-07T00:00:00","1959-12-06T00:00:00","1908-05-09T00:00:00","1973-11-10T00:00:00"
3156,"L. August","Schirmer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1919-12-01T00:00:00","1941-11-29T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1941-11-29T00:00:00","1881-09-25T00:00:00","1941-11-29T00:00:00"
3157,"Hans Ulrich","Schlaepfer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1946-06-04T00:00:00","1947-11-30T00:00:00","1946-06-04T00:00:00","1946-06-04T00:00:00","1947-11-30T00:00:00","1893-06-30T00:00:00","1985-12-14T00:00:00"
3158,"Albert","Schläpfer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1959-12-07T00:00:00","1964-06-01T00:00:00","1959-12-07T00:00:00","1959-12-07T00:00:00","1964-06-01T00:00:00","1908-12-14T00:00:00","1994-09-30T00:00:00"
3159,"Rémy","Schläppy","m","Groupe socialiste","Parti socialiste suisse","PSS","1971-11-29T00:00:00","1977-10-07T00:00:00","1971-10-31T00:00:00","1971-11-29T00:00:00","1977-10-07T00:00:00","1917-02-20T00:00:00","2003-07-09T00:00:00"
3160,"Florian","Schlegel","m","Groupe socialiste","Parti socialiste suisse","PSS","1969-11-24T00:00:00","1972-05-01T00:00:00","1969-11-24T00:00:00","1969-11-24T00:00:00","1972-05-01T00:00:00","1935-06-11T00:00:00","1993-07-23T00:00:00"
3161,"Johannes","Schlup","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1878-12-02T00:00:00","1887-12-04T00:00:00","1878-12-02T00:00:00","1878-12-02T00:00:00","1887-12-04T00:00:00","1829-01-26T00:00:00","1897-11-07T00:00:00"
3162,"Andreas","Schmid","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1881-02-14T00:00:00","1887-12-04T00:00:00","1881-02-14T00:00:00","1881-02-14T00:00:00","1887-12-04T00:00:00","1824-01-08T00:00:00","1901-08-02T00:00:00"
3163,"Anton","Schmid","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1928-03-03T00:00:00","1935-12-01T00:00:00","1928-03-03T00:00:00","1928-03-03T00:00:00","1935-12-01T00:00:00","1878-02-19T00:00:00","1950-11-24T00:00:00"
3164,"Arthur","Schmid","m","Groupe socialiste","Parti socialiste suisse","PSS","1919-12-01T00:00:00","1958-11-14T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1958-11-14T00:00:00","1889-04-30T00:00:00","1958-11-14T00:00:00"
3165,"Ernst","Schmid","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1941-03-25T00:00:00","1950-09-01T00:00:00","1941-03-25T00:00:00","1941-03-25T00:00:00","1950-09-01T00:00:00","1899-06-01T00:00:00","1991-01-08T00:00:00"
3166,"Ernst","Schmid","m","Groupe démocrate et évangélique","Parti évangélique suisse","PEV","1959-12-07T00:00:00","1968-05-27T00:00:00","1959-12-07T00:00:00","1959-12-07T00:00:00","1968-05-27T00:00:00","1908-09-06T00:00:00","1968-05-27T00:00:00"
3167,"Franz","Schmid","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1890-12-01T00:00:00","1904-12-01T00:00:00","1890-12-01T00:00:00","1890-12-01T00:00:00","1904-12-01T00:00:00","1841-09-30T00:00:00","1923-11-30T00:00:00"
3168,"J. J. Friedrich","Schmid","m","Gauche","Libéral","Lib*","1849-06-01T00:00:00","1856-11-01T00:00:00","1849-06-01T00:00:00","1849-06-01T00:00:00","1856-11-01T00:00:00","1812-12-19T00:00:00","1863-01-05T00:00:00"
3169,"Jacques","Schmid","m","Groupe socialiste","Parti socialiste suisse","PSS","1950-12-05T00:00:00","1955-12-04T00:00:00","1917-12-03T00:00:00","1917-12-03T00:00:00","1955-12-04T00:00:00","1882-04-02T00:00:00","1960-09-07T00:00:00"
3170,"Jakob","Schmid","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1889-12-01T00:00:00","1897-10-01T00:00:00","1889-12-01T00:00:00","1889-12-01T00:00:00","1897-10-01T00:00:00","1840-11-19T00:00:00","1908-08-29T00:00:00"
3171,"Johann","Schmid","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1905-12-04T00:00:00","1919-11-01T00:00:00","1905-12-04T00:00:00","1905-12-04T00:00:00","1919-11-01T00:00:00","1850-01-14T00:00:00","1931-05-27T00:00:00"
3172,"Josef Leonz jun.","Schmid","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1909-06-07T00:00:00","1913-05-10T00:00:00","1909-06-07T00:00:00","1909-06-07T00:00:00","1913-05-10T00:00:00","1854-11-30T00:00:00","1913-05-10T00:00:00"
3173,"Josef Leonz sen.","Schmid","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1854-01-09T00:00:00","1856-06-01T00:00:00","1854-01-09T00:00:00","1854-01-09T00:00:00","1856-06-01T00:00:00","1810-05-07T00:00:00","1880-04-14T00:00:00"
3174,"Robert","Schmid","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1913-10-01T00:00:00","1919-11-01T00:00:00","1913-10-01T00:00:00","1913-10-01T00:00:00","1919-11-01T00:00:00","1867-02-08T00:00:00","1934-06-04T00:00:00"
